# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
248.888,441.925,-14.272,53.793,14.272,53.793,-217.157,0.175,217.157,179.954,2.08,0.07,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.042,3.48e6,0,1482.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.064,12.127,961.416,338.648,0.002,0.29
248.89,441.895,-14.161,52.819,14.161,52.819,-217.161,0.175,217.161,179.954,2.079,0.063,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.042,3.453e6,0,1460.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.065,12.127,961.42,338.648,0.002,0.29
248.892,441.864,-14.049,51.844,14.049,51.844,-217.166,0.175,217.166,179.954,2.079,0.057,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.042,3.426e6,0,1437.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.067,12.128,961.423,338.648,0.002,0.29
248.895,441.833,-13.935,50.871,13.935,50.871,-217.17,0.175,217.17,179.954,2.079,0.05,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.041,3.398e6,0,1414.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.068,12.128,961.427,338.648,0.002,0.29
248.897,441.802,-13.821,49.897,13.821,49.897,-217.175,0.175,217.175,179.954,2.079,0.043,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.041,3.37e6,0,1392.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.07,12.128,961.43,338.649,0.002,0.29
248.899,441.769,-13.706,48.924,13.706,48.924,-217.18,0.175,217.18,179.954,2.079,0.036,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.041,3.342e6,0,1369.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,12.128,961.434,338.649,0.002,0.29
248.902,441.736,-13.591,47.952,13.591,47.952,-217.185,0.175,217.185,179.954,2.079,0.029,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.04,3.314e6,0,1346.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.072,12.129,961.438,338.649,0.002,0.29
248.904,441.703,-13.474,46.98,13.474,46.98,-217.19,0.175,217.19,179.954,2.079,0.05,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.04,3.286e6,0,1323.991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.067,12.129,961.442,338.649,0.002,0.29
248.907,441.668,-13.356,46.009,13.356,46.009,-217.196,0.175,217.196,179.954,2.079,0.083,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.04,3.257e6,0,1301.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.059,12.129,961.446,338.649,0.003,0.29
248.909,441.633,-13.237,45.039,13.237,45.039,-217.201,0.175,217.201,179.954,2.078,0.116,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.039,3.228e6,0,1278.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.051,12.129,961.45,338.649,0.003,0.291
248.912,441.597,-13.118,44.069,13.118,44.069,-217.207,0.175,217.207,179.954,2.078,0.149,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.039,3.199e6,0,1256.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.042,12.129,961.454,338.649,0.003,0.291
248.915,441.561,-12.997,43.1,12.997,43.1,-217.212,0.175,217.213,179.954,2.077,0.183,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.039,3.169e6,0,1233.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.033,12.13,961.458,338.649,0.003,0.291
248.918,441.524,-12.875,42.131,12.875,42.132,-217.219,0.175,217.219,179.954,2.077,0.216,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.038,3.14e6,0,1210.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.024,12.13,961.462,338.65,0.003,0.291
248.921,441.485,-12.752,41.163,12.753,41.164,-217.225,0.175,217.225,179.954,2.076,0.249,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.038,3.11e6,0,1188.351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.014,12.13,961.467,338.65,0.003,0.291
248.924,441.446,-12.628,40.196,12.629,40.197,-217.231,0.175,217.231,179.954,2.075,0.283,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.038,3.08e6,0,1165.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.004,12.13,961.471,338.65,0.003,0.291
248.927,441.406,-12.503,39.23,12.504,39.231,-217.238,0.175,217.238,179.954,2.074,0.316,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.037,3.049e6,0,1143.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.994,12.131,961.476,338.65,0.003,0.291
248.93,441.365,-12.377,38.264,12.377,38.266,-217.245,0.175,217.245,179.954,2.073,0.35,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.037,3.018e6,0,1120.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.983,12.131,961.48,338.65,0.003,0.291
248.934,441.323,-12.25,37.299,12.25,37.301,-217.252,0.175,217.252,179.954,2.072,0.383,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.037,2.987e6,0,1098.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.973,12.131,961.485,338.65,0.003,0.291
248.937,441.28,-12.121,36.335,12.122,36.337,-217.259,0.175,217.259,179.954,2.07,0.417,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.036,2.956e6,0,1075.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.961,12.131,961.49,338.651,0.004,0.291
248.941,441.236,-11.991,35.371,11.992,35.374,-217.267,0.175,217.267,179.954,2.068,0.451,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.036,2.924e6,0,1053.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.95,12.132,961.495,338.651,0.004,0.291
248.945,441.19,-11.86,34.409,11.861,34.412,-217.274,0.175,217.275,179.954,2.067,0.485,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.035,2.892e6,0,1030.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.937,12.132,961.5,338.651,0.004,0.291
248.949,441.143,-11.727,33.447,11.728,33.451,-217.283,0.175,217.283,179.954,2.065,0.519,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.035,2.86e6,0,1008.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.925,12.132,961.506,338.651,0.004,0.291
248.953,441.095,-11.593,32.487,11.594,32.491,-217.291,0.175,217.291,179.954,2.062,0.553,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.035,2.827e6,0,986.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.912,12.133,961.511,338.651,0.004,0.291
248.957,441.046,-11.458,31.526,11.459,31.531,-217.3,0.175,217.3,179.954,2.06,0.533,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.034,2.794e6,0,963.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.913,12.133,961.517,338.651,0.004,0.291
248.962,440.995,-11.321,30.567,11.322,30.571,-217.309,0.175,217.309,179.954,2.058,0.488,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.034,2.761e6,0,941.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.922,12.133,961.523,338.652,0.004,0.291
248.966,440.942,-11.183,29.61,11.184,29.613,-217.319,0.175,217.319,179.954,2.056,0.442,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.033,2.727e6,0,918.944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.931,12.134,961.529,338.652,0.005,0.291
248.971,440.888,-11.043,28.654,11.044,28.657,-217.329,0.175,217.329,179.954,2.054,0.397,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.033,2.693e6,0,896.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.941,12.134,961.535,338.652,0.005,0.291
248.976,440.832,-10.902,27.699,10.903,27.702,-217.339,0.175,217.339,179.954,2.052,0.352,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.033,2.659e6,0,874.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.951,12.134,961.541,338.652,0.005,0.292
248.982,440.774,-10.759,26.746,10.76,26.748,-217.35,0.175,217.35,179.954,2.05,0.306,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.032,2.624e6,0,852.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.961,12.135,961.548,338.652,0.005,0.292
248.987,440.714,-10.614,25.794,10.615,25.795,-217.362,0.175,217.362,179.954,2.049,0.26,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.032,2.589e6,0,829.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.972,12.135,961.555,338.653,0.006,0.292
248.993,440.652,-10.468,24.843,10.468,24.844,-217.374,0.175,217.374,179.954,2.048,0.215,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.031,2.553e6,0,807.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.984,12.135,961.562,338.653,0.006,0.292
248.999,440.588,-10.32,23.895,10.32,23.895,-217.387,0.175,217.387,179.954,2.047,0.169,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.031,2.517e6,0,785.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.996,12.136,961.569,338.653,0.006,0.292
249.006,440.521,-10.17,22.947,10.17,22.948,-217.4,0.175,217.4,179.954,2.046,0.123,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.03,2.48e6,0,763.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.008,12.136,961.576,338.653,0.007,0.292
249.013,440.451,-10.017,22.002,10.018,22.002,-217.414,0.175,217.414,179.954,2.045,0.116,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.03,2.443e6,0,741.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.009,12.137,961.584,338.654,0.007,0.292
249.02,440.378,-9.863,21.057,9.863,21.058,-217.429,0.175,217.429,179.954,2.044,0.115,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.03,2.405e6,0,719.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.008,12.137,961.592,338.654,0.007,0.292
249.028,440.302,-9.707,20.115,9.707,20.115,-217.445,0.175,217.445,179.954,2.043,0.113,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.029,2.367e6,0,697.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.007,12.138,961.601,338.654,0.008,0.292
249.036,440.222,-9.548,19.175,9.548,19.175,-217.462,0.175,217.462,179.954,2.042,0.112,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.029,2.329e6,0,675.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.006,12.138,961.61,338.655,0.008,0.292
249.045,440.139,-9.388,18.237,9.388,18.237,-217.48,0.175,217.48,179.954,2.041,0.11,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.028,2.289e6,0,653.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.005,12.139,961.619,338.655,0.009,0.292
249.054,440.051,-9.225,17.301,9.225,17.302,-217.499,0.175,217.499,179.954,2.04,0.109,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.028,2.25e6,0,631.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.004,12.139,961.629,338.655,0.009,0.292
249.064,439.959,-9.059,16.369,9.059,16.37,-217.52,0.175,217.52,179.954,2.039,0.133,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.027,2.209e6,0,610.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.994,12.14,961.639,338.656,0.01,0.292
249.075,439.861,-8.892,15.44,8.892,15.441,-217.542,0.175,217.542,179.954,2.037,0.19,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.027,2.169e6,0,588.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.971,12.14,961.65,338.656,0.011,0.292
249.087,439.758,-8.721,14.516,8.722,14.518,-217.566,0.175,217.566,179.954,2.034,0.247,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.026,2.127e6,0,566.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.947,12.141,961.662,338.656,0.012,0.292
249.1,439.648,-8.549,13.595,8.549,13.599,-217.591,0.175,217.592,179.954,2.03,0.305,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.026,2.085e6,0,545.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.921,12.142,961.674,338.657,0.013,0.292
249.114,439.531,-8.373,12.679,8.374,12.684,-217.62,0.175,217.62,179.954,2.025,0.363,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.025,2.042e6,0,524.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.892,12.142,961.687,338.657,0.014,0.292
249.129,439.406,-8.195,11.767,8.196,11.773,-217.65,0.175,217.65,179.954,2.019,0.381,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.025,1.999e6,0,502.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.878,12.143,961.7,338.658,0.015,0.292
249.145,439.27,-8.013,10.858,8.015,10.866,-217.684,0.175,217.684,179.954,2.013,0.399,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.024,1.955e6,0,481.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.862,12.144,961.715,338.658,0.017,0.292
249.164,439.124,-7.829,9.956,7.831,9.964,-217.721,0.175,217.721,179.954,2.005,0.417,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.024,1.91e6,0,460.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.844,12.145,961.731,338.659,0.018,0.292
249.185,438.965,-7.643,9.059,7.644,9.066,-217.762,0.175,217.762,179.954,1.997,0.378,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.023,1.864e6,0,439.682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.849,12.146,961.748,338.659,0.021,0.293
249.208,438.79,-7.454,8.17,7.455,8.177,-217.808,0.175,217.808,179.954,1.99,0.318,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.023,1.818e6,0,418.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.863,12.147,961.767,338.66,0.023,0.293
249.234,438.597,-7.262,7.292,7.263,7.297,-217.861,0.175,217.861,179.954,1.983,0.254,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.022,1.771e6,0,398.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.975e-4,NaN,NaN,NaN,NaN,1.88,12.148,961.787,338.661,0.026,0.293
249.264,438.38,-7.068,6.425,7.068,6.427,-217.92,0.175,217.92,179.954,1.978,0.182,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.021,1.724e6,0,378.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.737e-4,NaN,NaN,NaN,NaN,1.902,12.149,961.81,338.661,0.03,0.293
249.299,438.138,-6.874,5.57,6.874,5.57,-217.989,0.175,217.989,179.954,1.977,0.03,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.021,1.677e6,0,358.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.498e-4,NaN,NaN,NaN,NaN,1.964,12.151,961.835,338.662,0.035,0.293
249.339,437.866,-6.684,4.742,6.685,4.747,-218.069,0.175,218.069,179.954,1.986,0.224,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.02,1.631e6,0,338.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.262e-4,NaN,NaN,NaN,NaN,2.083,12.152,961.864,338.663,0.04,0.293
249.39,437.533,-6.484,3.949,6.485,3.954,-218.169,0.175,218.169,179.954,1.996,0.203,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.02,1.582e6,0,320.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.035e-4,NaN,NaN,NaN,NaN,2.085,12.154,961.896,338.664,0.051,0.293
249.451,437.143,-6.293,3.139,6.293,3.139,-218.291,0.175,218.291,179.954,1.998,0.026,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.019,1.535e6,0,301.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.798e-4,NaN,NaN,NaN,NaN,2.009,12.156,961.935,338.665,0.061,0.293
249.531,436.644,-6.101,2.387,6.101,2.388,-218.452,0.175,218.452,179.954,1.993,0.062,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.019,1.488e6,0,284.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.568e-4,NaN,NaN,NaN,NaN,1.966,12.159,961.98,338.667,0.081,0.293
249.631,436.043,-5.935,1.658,5.936,1.682,-218.652,0.175,218.652,179.954,2.021,0.284,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.018,1.448e6,0,267.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.334e-4,NaN,NaN,NaN,NaN,2.144,12.162,962.039,338.669,0.1,0.293
249.794,435.089,-5.764,1.047,5.766,1.101,-218.986,0.175,218.986,179.954,2.076,0.34,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.018,1.407e6,0,252.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.15e-4,NaN,NaN,NaN,NaN,2.208,12.166,962.11,338.671,0.163,0.293
250.06,433.571,-5.649,0.435,5.65,0.56,-219.551,0.175,219.551,179.954,2.17,0.352,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,238.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.977e-4,NaN,NaN,NaN,NaN,2.275,12.172,962.221,338.675,0.266,0.293
250.453,431.354,-5.638,0.026,5.638,0.189,-220.389,0.175,220.389,179.954,2.096,0.188,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,228.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.894e-4,NaN,NaN,NaN,NaN,2.062,12.182,962.399,338.681,0.393,0.293
