# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.225,280.037,251.388,110.786,251.461,110.859,4.303,-4.622e-4,4.303,-0.006,6.06,4.011,28.61,-80.6,9.791,0.024,-9.036e-6,3.092,-0.065,2.913e4,1.141e4,24.344,0.099,272.61,233.843,2.492,0.741,6.213e7,3969.911,455.691,0.635,0.635,0.393,0.161,0.082,0.005,0.011,-3.689e-4,0,0,0,0,6.109e-4,0.032,15.558,190.094,88.135,-0.017,2.03,13.18,980.406,339.286,0.05,0.019
2.275,292.745,256.918,110.496,256.994,110.538,4.61,-4.807e-4,4.61,-0.006,6.236,3.04,28.61,-80.6,9.791,0.109,1.097e-5,-2.858,-0.021,2.902e4,1.13e4,24.277,0.099,272.532,233.58,2.504,0.758,6.343e7,3968.393,477.107,0.638,0.638,0.392,0.163,0.083,0.021,0.052,4.236e-4,0,0,0,0,-4.999e-4,0.033,15.558,190.094,88.287,-0.018,1.948,13.097,978.916,339.236,0.05,0.02
2.325,305.728,262.434,110.178,262.511,110.199,4.925,-5.064e-4,4.925,-0.006,6.364,2.175,28.61,-80.6,9.791,0.222,-4.291e-6,-1.715,-0.003,2.89e4,1.119e4,24.211,0.098,272.31,233.315,2.507,0.774,6.473e7,3966.875,499.076,0.64,0.64,0.391,0.165,0.084,0.042,0.107,4.783e-4,0,0,0,0,-1.724e-4,0.034,15.558,190.094,88.404,-0.014,1.99,13.013,977.393,339.185,0.05,0.02
2.375,318.988,267.933,109.826,268.011,109.841,5.246,-5.361e-4,5.246,-0.006,6.46,1.828,28.61,-80.6,9.791,0.258,-2.482e-6,0.068,-1.494e-4,2.879e4,1.107e4,24.144,0.098,272.392,233.047,2.529,0.79,6.602e7,3965.357,521.51,0.642,0.643,0.39,0.167,0.086,0.049,0.125,-4.812e-4,0,0,0,0,2.603e-7,0.034,15.558,190.094,88.444,-0.007,2.044,12.927,975.838,339.132,0.05,0.02
2.425,332.521,273.411,109.38,273.489,109.401,5.571,-5.665e-4,5.571,-0.006,6.556,2.178,28.61,-80.6,9.791,0.201,-6.202e-6,1.829,-0.001,2.868e4,1.096e4,24.077,0.098,272.829,232.782,2.574,0.807,6.729e7,3962.288,544.348,0.645,0.645,0.389,0.169,0.087,0.039,0.099,-4.126e-4,0,0,0,0,1.807e-4,0.035,15.558,190.094,88.393,-0.003,2.081,12.839,974.251,339.079,0.05,0.02
2.475,346.328,278.857,108.731,278.937,108.775,5.902,-5.96e-4,5.902,-0.006,6.686,3.109,28.61,-80.6,9.791,0.075,1.871e-6,2.96,-0.002,2.857e4,1.085e4,24.011,0.098,273.536,232.515,2.637,0.823,6.856e7,3954.491,567.597,0.647,0.647,0.388,0.171,0.089,0.014,0.037,3.325e-4,0,0,0,0,4.549e-4,0.036,15.558,190.094,88.267,-0.003,2.107,12.749,972.632,339.025,0.05,0.021
2.525,360.406,284.269,108.036,284.352,108.122,6.241,-6.24e-4,6.241,-0.006,6.872,4.293,28.61,-80.6,9.791,0.075,5.361e-6,-2.934,-0.005,2.846e4,1.074e4,23.944,0.098,273.772,232.247,2.669,0.839,6.981e7,3946.368,591.322,0.65,0.65,0.387,0.173,0.09,0.014,0.038,4.413e-4,0,0,0,0,-4.302e-4,0.036,15.558,190.094,88.112,4.445e-4,2.1,12.657,970.98,338.969,0.05,0.021
2.575,374.754,289.646,107.328,289.733,107.451,6.59,-6.489e-4,6.59,-0.006,7.114,5.135,28.61,-80.6,9.791,0.169,2.825e-6,-1.717,-0.006,2.834e4,1.063e4,23.876,0.098,273.646,231.977,2.678,0.855,7.105e7,3938.244,615.51,0.652,0.652,0.386,0.175,0.092,0.032,0.087,2.194e-4,0,0,0,0,-1.419e-4,0.037,15.558,190.094,87.992,5.213e-4,2.159,12.564,969.298,338.913,0.05,0.021
2.625,389.37,294.987,106.623,295.08,106.756,6.953,-6.708e-4,6.953,-0.006,7.379,5.341,28.61,-80.6,9.791,0.182,2.461e-6,-0.103,-0.007,2.823e4,1.052e4,23.808,0.098,273.832,231.704,2.708,0.871,7.228e7,3930.121,640.07,0.655,0.655,0.384,0.177,0.093,0.035,0.095,-4.267e-4,0,0,0,0,-4.922e-7,0.038,15.558,190.094,87.947,-0.003,2.241,12.469,967.583,338.855,0.05,0.021
2.675,404.252,300.294,105.925,300.391,106.038,7.328,-6.918e-4,7.328,-0.005,7.638,4.896,28.61,-80.6,9.791,0.126,-2.253e-6,1.458,-0.005,2.812e4,1.041e4,23.74,0.097,274.286,231.429,2.755,0.887,7.349e7,3921.997,664.963,0.658,0.658,0.383,0.18,0.095,0.024,0.066,-1.022e-4,0,0,0,0,9.514e-5,0.038,15.558,190.094,87.987,-0.006,2.251,12.372,965.838,338.797,0.05,0.022
2.725,419.399,305.565,105.234,305.667,105.312,7.716,-7.14e-4,7.716,-0.005,7.861,4.043,28.61,-80.6,9.791,0.033,-5.184e-6,2.237,-0.009,2.801e4,1.03e4,23.672,0.097,274.883,231.152,2.811,0.903,7.469e7,3913.874,689.882,0.66,0.66,0.382,0.182,0.096,0.006,0.018,-3.76e-4,0,0,0,0,2.165e-4,0.039,15.558,190.094,88.088,-0.007,2.182,12.274,964.062,338.737,0.05,0.022
2.775,434.808,310.804,104.589,310.908,104.634,8.113,-7.376e-4,8.113,-0.005,8.037,3.083,28.61,-80.6,9.791,0.064,-8.789e-6,-2.092,0.006,2.79e4,1.018e4,23.603,0.097,275.013,230.873,2.837,0.918,7.587e7,3905.75,713.388,0.661,0.661,0.379,0.184,0.098,0.012,0.035,4.304e-4,0,0,0,0,-1.83e-4,0.04,15.558,190.094,88.203,-0.002,2.083,12.174,962.254,338.676,0.05,0.022
2.825,450.479,316.009,103.915,316.115,103.945,8.519,-7.585e-4,8.519,-0.005,8.171,2.465,28.61,-80.6,9.791,0.118,-9.206e-7,-0.956,-0.004,2.779e4,1.007e4,23.533,0.097,275.06,230.592,2.858,0.934,7.704e7,3897.627,737.183,0.661,0.661,0.375,0.186,0.1,0.023,0.065,3.716e-4,0,0,0,0,-3.695e-5,0.04,15.558,190.094,88.282,0.01,1.988,12.072,960.416,338.614,0.05,0.023
2.875,466.408,321.181,103.214,321.287,103.239,8.93,-7.696e-4,8.93,-0.005,8.288,2.251,28.61,-80.6,9.791,0.134,0,0.403,-0.005,2.768e4,9961.917,23.463,0.097,275.274,230.308,2.89,0.949,7.82e7,3889.503,761.252,0.662,0.662,0.372,0.189,0.101,0.026,0.075,4.284e-4,0,0,0,0,6.364e-6,0.041,15.558,190.094,88.293,0.02,2.049,11.968,958.548,338.552,0.05,0.023
2.925,482.596,326.316,102.475,326.424,102.516,9.347,-7.652e-4,9.347,-0.005,8.407,2.92,28.61,-80.6,9.791,0.063,5.285e-6,2.028,-0.035,2.757e4,9850.867,23.393,0.097,275.837,230.023,2.945,0.965,7.935e7,3881.38,785.527,0.663,0.663,0.369,0.191,0.103,0.012,0.035,2.339e-4,0,0,0,0,1.56e-4,0.042,15.558,190.094,88.225,0.024,2.078,11.863,956.65,338.488,0.05,0.024
2.975,499.039,331.413,101.702,331.524,101.785,9.772,-7.424e-4,9.772,-0.004,8.585,4.109,28.61,-80.6,9.791,0.058,-1.215e-6,-1.899,-0.022,2.746e4,9739.816,23.322,0.097,276.219,229.734,2.988,0.98,8.048e7,3873.257,810.052,0.664,0.664,0.366,0.194,0.104,0.011,0.034,-2.254e-5,0,0,0,0,-1.326e-4,0.042,15.558,190.094,88.118,0.019,1.929,11.756,954.721,338.423,0.05,0.024
3.025,515.736,336.471,100.923,336.586,101.038,10.207,-7.042e-4,10.207,-0.004,8.817,4.816,28.61,-80.6,9.791,0.123,4.403e-6,-0.485,-0.011,2.734e4,9628.766,23.25,0.097,276.316,229.444,3.013,0.995,8.16e7,3865.133,834.931,0.665,0.665,0.363,0.196,0.106,0.024,0.073,-2.564e-4,0,0,0,0,-8.383e-6,0.043,15.558,190.094,88.053,0.009,1.853,11.648,952.85,338.357,0.05,0.024
3.075,532.685,341.482,99.683,341.602,99.788,10.654,-6.586e-4,10.654,-0.004,9.058,4.573,28.61,-80.6,9.791,0.1,5.717e-6,1.203,0.003,2.723e4,9517.716,23.179,0.096,276.787,229.151,3.062,1.01,8.271e7,3857.01,873.083,0.676,0.676,0.36,0.211,0.106,0.02,0.061,-2.135e-4,0,0,0,0,5.015e-5,0.044,15.558,190.094,88.075,0.004,1.798,11.538,950.957,338.291,0.05,0.025
3.125,549.883,346.423,98.311,346.547,98.37,11.112,-6.119e-4,11.112,-0.003,9.262,3.387,28.61,-80.6,9.791,0.003,4.983e-6,-2.13,-0.27,2.712e4,9406.665,23.106,0.096,277.781,228.856,3.145,1.025,8.38e7,3848.886,915.396,0.69,0.69,0.357,0.229,0.104,5.043e-4,0.002,4.963e-4,0,0,0,0,-1.527e-4,0.044,15.558,190.094,88.171,-0.003,1.831,11.426,949.035,338.223,0.05,0.025
3.175,567.326,351.296,96.978,351.422,97.006,11.579,-5.688e-4,11.579,-0.003,9.395,2.317,28.61,-80.6,9.79,0.088,-3.956e-6,-1.101,0.003,2.702e4,9300.153,23.037,0.096,277.713,228.57,3.159,1.039,8.486e7,3838.217,953.125,0.7,0.7,0.354,0.243,0.103,0.018,0.057,5.988e-5,0,0,0,0,-3.967e-5,0.045,15.558,190.094,88.261,-0.006,1.872,11.312,947.086,338.154,0.05,0.026
3.225,585.011,356.094,95.588,356.221,95.613,12.051,-5.313e-4,12.051,-0.003,9.497,2.164,28.61,-80.6,9.79,0.092,-4.374e-6,0.506,-0.007,2.691e4,9195.359,22.968,0.096,278.177,228.287,3.207,1.054,8.59e7,3820.781,984.391,0.705,0.705,0.351,0.253,0.101,0.019,0.06,7.064e-5,0,0,0,0,8.161e-6,0.046,15.558,190.094,88.275,-6.262e-4,1.834,11.197,945.11,338.085,0.05,0.026
3.275,602.934,360.823,94.285,360.951,94.329,12.529,-4.962e-4,12.529,-0.002,9.619,2.883,28.61,-80.6,9.79,0.029,4.043e-6,1.639,-0.043,2.681e4,9090.565,22.898,0.096,278.878,228.002,3.27,1.068,8.692e7,3802.98,1011.975,0.707,0.707,0.348,0.259,0.1,0.006,0.019,-4.09e-4,0,0,0,0,8.33e-5,0.046,15.558,190.094,88.209,0.016,1.842,11.081,943.108,338.014,0.05,0.027
3.325,621.092,365.49,93.093,365.621,93.171,13.014,-4.477e-4,13.014,-0.002,9.79,3.825,28.61,-80.6,9.79,0.044,-7.197e-6,-1.434,-0.005,2.67e4,8985.771,22.828,0.096,279.384,227.714,3.321,1.082,8.792e7,3785.178,1036.101,0.706,0.706,0.345,0.263,0.099,0.009,0.031,4.214e-4,0,0,0,0,-6.217e-5,0.047,15.558,190.094,88.12,0.025,1.887,10.963,941.079,337.942,0.05,0.027
3.375,639.482,370.103,92.087,370.238,92.183,13.508,-3.776e-4,13.508,-0.002,9.999,4.19,28.61,-80.6,9.79,0.068,5.154e-6,-0.148,-0.014,2.66e4,8880.977,22.758,0.096,279.829,227.424,3.368,1.096,8.891e7,3767.377,1055.48,0.703,0.703,0.342,0.263,0.097,0.015,0.05,-4.202e-4,0,0,0,0,-6.432e-7,0.047,15.558,190.094,88.077,0.019,1.935,10.843,939.025,337.87,0.05,0.027
3.425,658.102,374.667,91.185,374.806,91.258,14.014,-2.916e-4,14.014,-0.001,10.201,3.654,28.61,-80.6,9.79,0.029,9.788e-6,0.994,-0.004,2.649e4,8776.183,22.687,0.095,280.5,227.132,3.43,1.11,8.987e7,3749.576,1072.731,0.699,0.699,0.34,0.262,0.096,0.006,0.022,2.456e-4,0,0,0,0,2.841e-5,0.048,15.558,190.094,88.107,0.006,1.975,10.722,936.944,337.797,0.05,0.028
3.475,676.948,379.188,90.36,379.33,90.404,14.528,-2.074e-4,14.528,-8.179e-4,10.359,2.794,28.61,-80.6,9.79,0.028,-2.376e-6,-0.924,-0.004,2.639e4,8671.389,22.616,0.095,281.098,226.838,3.488,1.123,9.082e7,3731.774,1088.006,0.693,0.693,0.339,0.259,0.095,0.006,0.022,-3.281e-4,0,0,0,0,-2.397e-5,0.049,15.558,190.094,88.168,-0.004,1.991,10.6,934.839,337.722,0.05,0.028
3.525,696.019,383.672,89.636,383.815,89.666,15.049,-1.325e-4,15.049,-5.046e-4,10.479,2.317,28.61,-80.6,9.79,0.057,0,0.112,-0.007,2.628e4,8566.595,22.544,0.095,281.577,226.541,3.538,1.137,9.176e7,3713.973,1100.115,0.686,0.686,0.337,0.254,0.094,0.013,0.046,-1.796e-4,0,0,0,0,3.417e-7,0.049,15.558,190.094,88.193,-0.003,2.059,10.476,932.708,337.647,0.05,0.029
3.575,715.314,388.12,88.973,388.265,89.022,15.576,-6.659e-5,15.576,-2.449e-4,10.598,2.941,28.61,-80.6,9.79,0.015,7.307e-6,1.419,-0.035,2.618e4,8461.801,22.472,0.095,282.265,226.242,3.601,1.15,9.268e7,3696.172,1109.571,0.677,0.677,0.336,0.248,0.093,0.003,0.012,-2.787e-4,0,0,0,0,5.402e-5,0.05,15.558,190.094,88.144,0.009,2.115,10.35,930.552,337.571,0.05,0.029
3.625,734.831,392.536,88.357,392.683,88.443,16.11,7.173e-6,16.11,2.551e-5,10.772,3.902,28.61,-80.6,9.79,0.044,7.256e-6,-0.828,-0.02,2.607e4,8357.007,22.399,0.095,282.8,225.94,3.655,1.164,9.359e7,3678.371,1117.362,0.668,0.668,0.334,0.242,0.092,0.01,0.038,-1.854e-4,0,0,0,0,-1.798e-5,0.05,15.558,190.094,88.074,0.018,2.07,10.224,928.372,337.494,0.05,0.029
3.675,754.567,396.923,87.845,397.075,87.928,16.654,9.849e-5,16.654,3.388e-4,10.981,3.822,28.61,-80.6,9.79,0.038,7.724e-7,0.691,0.007,2.597e4,8252.212,22.326,0.095,283.39,225.636,3.712,1.177,9.449e7,3660.569,1123.215,0.658,0.658,0.333,0.234,0.091,0.009,0.034,-2.254e-4,0,0,0,0,1.225e-5,0.051,15.558,190.094,88.07,0.013,2.056,10.095,926.167,337.417,0.05,0.03
3.725,774.522,401.287,87.411,401.442,87.455,17.207,1.979e-4,17.207,6.59e-4,11.151,2.778,28.61,-80.6,9.79,0.021,-3.238e-6,-0.95,0.002,2.586e4,8147.418,22.252,0.095,284.045,225.33,3.774,1.19,9.538e7,3642.768,1127.756,0.647,0.647,0.331,0.226,0.09,0.005,0.019,-4.278e-4,0,0,0,0,-2.263e-5,0.051,15.558,190.094,88.129,0.002,2.124,9.966,923.937,337.338,0.05,0.03
3.775,794.695,405.63,86.974,405.786,87.014,17.768,2.908e-4,17.768,9.378e-4,11.266,2.633,28.61,-80.6,9.79,0.026,-2.309e-6,0.416,0.016,2.576e4,8042.624,22.178,0.095,284.609,225.021,3.83,1.203,9.626e7,3624.967,1131.51,0.637,0.637,0.33,0.218,0.089,0.007,0.026,-2.207e-4,0,0,0,0,4.245e-6,0.052,15.558,190.094,88.153,-0.008,2.104,9.834,921.683,337.259,0.05,0.031
3.825,815.085,409.95,86.537,410.109,86.592,18.334,3.686e-4,18.334,0.001,11.406,3.059,28.61,-80.6,9.79,0.003,-1.729e-6,0.495,0.066,2.565e4,7937.83,22.103,0.094,285.413,224.71,3.902,1.216,9.712e7,3607.165,1134.702,0.627,0.627,0.328,0.211,0.088,7.712e-4,0.003,3.687e-4,0,0,0,0,5.894e-6,0.053,15.558,190.094,88.118,-0.001,2.076,9.702,919.405,337.178,0.05,0.031
3.875,835.689,414.248,86.08,414.41,86.16,18.909,4.387e-4,18.909,0.001,11.576,3.732,28.61,-80.6,9.79,0.03,-6.454e-6,-0.338,0.025,2.555e4,7833.036,22.028,0.094,285.714,224.395,3.941,1.23,9.798e7,3589.364,1138.121,0.617,0.617,0.327,0.203,0.087,0.008,0.032,-4.865e-4,0,0,0,0,-2.681e-6,0.053,15.558,190.094,88.082,0.016,2.039,9.568,917.103,337.097,0.05,0.032
3.925,856.509,418.524,85.655,418.689,85.711,19.492,5.263e-4,19.492,0.002,11.764,3.098,28.61,-80.6,9.79,6.091e-4,1.068e-5,0.937,-0.19,2.544e4,7728.242,21.952,0.094,286.057,224.079,3.984,1.243,9.882e7,3571.563,1141.711,0.607,0.607,0.325,0.196,0.086,1.65e-4,5.766e-4,1.402e-4,0,0,0,0,2.024e-5,0.054,15.558,190.094,88.105,0.021,1.998,9.433,914.777,337.015,0.05,0.032
3.975,877.541,422.777,85.173,422.945,85.211,20.084,6.332e-4,20.084,0.002,11.9,2.553,28.61,-80.6,9.79,0.023,-3.835e-6,-0.03,0.005,2.534e4,7623.448,21.876,0.094,286.83,223.76,4.054,1.255,9.966e7,3553.762,1146.568,0.599,0.599,0.324,0.19,0.085,0.006,0.026,2.39e-4,0,0,0,0,-2.003e-8,0.054,15.558,190.094,88.144,0.004,2.052,9.296,912.427,336.932,0.05,0.033
4.025,898.786,427.005,84.595,427.174,84.64,20.682,7.347e-4,20.682,0.002,12.019,2.764,28.61,-80.6,9.789,0.013,1.182e-6,0.756,-0.029,2.523e4,7518.654,21.8,0.094,287.309,223.438,4.105,1.268,1.005e8,3535.96,1153.129,0.592,0.592,0.323,0.185,0.084,0.004,0.015,1.852e-4,0,0,0,0,1.265e-5,0.055,15.558,190.094,88.122,0.007,2.153,9.158,910.054,336.849,0.05,0.033
4.075,920.239,431.126,82.402,431.297,82.475,21.286,8.42e-4,21.286,0.002,12.168,3.468,28.61,-80.6,9.789,0.018,-1.009e-5,-0.79,0.005,2.515e4,7429.308,21.734,0.094,287.811,223.161,4.156,1.281,1.013e8,3480.477,1160.615,0.586,0.586,0.321,0.181,0.083,0.005,0.022,-4.234e-4,0,0,0,0,-1.354e-5,0.055,15.558,190.094,88.061,0.02,2.277,9.018,907.657,336.764,0.05,0.033
4.125,941.892,435,77.442,435.175,77.502,21.899,9.71e-4,21.899,0.003,12.344,3.046,28.61,-80.6,9.789,0.006,-1.005e-5,0.14,-0.019,2.506e4,7342.79,21.67,0.094,288.361,222.891,4.208,1.293,1.02e8,3358.469,1171.158,0.582,0.582,0.32,0.179,0.082,0.002,0.008,3.388e-4,0,0,0,0,4.21e-7,0.056,15.558,190.094,88.041,0.015,2.388,8.878,905.238,336.679,0.05,0.034
4.175,963.733,438.623,72.401,438.801,72.452,22.52,0.001,22.52,0.003,12.484,2.735,28.61,-80.6,9.789,1.417e-4,-2.287e-6,-0.02,-0.187,2.497e4,7256.271,21.605,0.094,288.795,222.62,4.254,1.304,1.027e8,3235.2,1181.528,0.578,0.578,0.318,0.178,0.082,4.209e-5,5.946e-4,1.047e-4,0,0,0,0,-8.153e-9,0.056,15.558,190.094,88.057,-0.001,2.424,8.736,902.798,336.593,0.05,0.034
4.225,985.748,441.993,67.302,442.173,67.352,23.147,0.001,23.147,0.003,12.606,2.576,28.61,-80.6,9.789,8.926e-4,-3.405e-6,0.038,0.017,2.489e4,7169.752,21.54,0.094,289.137,222.347,4.293,1.314,1.033e8,3111.93,1192.31,0.576,0.576,0.317,0.178,0.081,2.692e-4,7.966e-4,1.198e-4,0,0,0,0,3.048e-8,0.057,15.558,190.094,88.064,0.009,2.352,8.593,900.338,336.506,0.05,0.034
4.275,1007.926,445.107,62.216,445.289,62.256,23.78,0.001,23.78,0.003,12.725,2.239,28.61,-80.6,9.789,0.005,-1.376e-6,-0.204,0.003,2.48e4,7083.233,21.475,0.093,289.196,222.071,4.315,1.324,1.038e8,2988.66,1202.071,0.574,0.574,0.316,0.177,0.081,0.002,0.007,1.794e-4,0,0,0,0,-8.445e-7,0.057,15.558,190.094,88.067,0.026,2.321,8.448,897.903,336.419,0.05,0.035
4.325,1030.253,447.966,57.12,448.15,57.165,24.419,0.002,24.419,0.004,12.83,2.27,28.61,-80.6,9.789,0.002,-2.488e-6,-0.166,0.036,2.471e4,6996.714,21.41,0.093,289.241,221.794,4.335,1.333,1.043e8,2865.39,1210.859,0.572,0.572,0.315,0.177,0.08,7.37e-4,0.003,3.5e-4,0,0,0,0,-5.521e-7,0.057,15.558,190.094,88.063,0.009,2.328,8.303,895.528,336.331,0.05,0.035
4.375,1052.716,450.571,52.047,450.756,52.08,25.063,0.002,25.063,0.004,12.933,1.865,28.61,-80.6,9.789,0.006,0,-0.011,-0.016,2.463e4,6910.195,21.344,0.093,289.819,221.515,4.39,1.341,1.047e8,2742.12,1218.578,0.57,0.57,0.314,0.177,0.08,0.002,0.008,4.79e-4,0,0,0,0,0,0.058,15.558,190.094,88.057,0.004,2.383,8.157,893.138,336.242,0.05,0.036
4.425,1075.303,452.921,46.959,453.108,47.007,25.712,0.002,25.712,0.004,13.021,2.135,28.61,-80.6,9.789,0.009,1.284e-6,-0.478,-0.027,2.454e4,6823.768,21.277,0.093,290.114,221.234,4.427,1.348,1.051e8,2618.851,1225.225,0.569,0.569,0.313,0.176,0.079,0.003,0.013,-2.527e-4,0,0,0,0,-4.492e-6,0.058,15.558,190.094,88.041,0.021,2.434,8.011,890.736,336.153,0.05,0.036
4.475,1098.004,455.107,43.676,455.296,43.713,26.366,0.002,26.366,0.004,13.122,1.79,28.61,-80.6,9.789,9.011e-4,-7.692e-7,0.189,-0.121,2.447e4,6754.454,21.224,0.093,289.703,221.007,4.416,1.355,1.054e8,2540.274,1231.155,0.567,0.567,0.313,0.176,0.079,2.879e-4,0.002,-2.31e-4,0,0,0,0,6.981e-7,0.058,15.558,190.094,88.037,0.015,2.415,7.863,888.321,336.064,0.05,0.036
4.525,1120.812,457.217,42.179,457.408,42.208,27.024,0.002,27.024,0.005,13.209,1.561,28.61,-80.6,9.789,0.005,-5.705e-6,-0.016,0.032,2.44e4,6685.14,21.17,0.093,290.383,220.779,4.474,1.362,1.057e8,2505.453,1236.738,0.566,0.566,0.312,0.176,0.078,0.002,0.008,-1.006e-5,0,0,0,0,-5.233e-9,0.059,15.558,190.094,88.05,0.005,2.399,7.715,885.895,335.974,0.05,0.037
4.575,1143.724,459.253,40.668,459.445,40.713,27.686,0.002,27.686,0.005,13.285,1.929,28.61,-80.6,9.789,0.009,4.028e-7,-0.156,-0.013,2.433e4,6615.826,21.116,0.093,290.622,220.55,4.504,1.368,1.06e8,2470.631,1241.968,0.564,0.564,0.311,0.175,0.078,0.003,0.013,3.919e-4,0,0,0,0,-4.635e-7,0.059,15.558,190.094,88.049,0.007,2.327,7.566,883.458,335.884,0.05,0.037
4.625,1166.736,461.214,39.199,461.408,39.217,28.353,0.003,28.353,0.005,13.374,1.206,28.61,-80.6,9.789,0.013,-1.48e-6,-0.539,0.001,2.426e4,6546.512,21.062,0.093,290.64,220.319,4.52,1.374,1.062e8,2435.809,1246.859,0.563,0.563,0.31,0.175,0.078,0.004,0.019,-2.457e-4,0,0,0,0,-5.515e-6,0.059,15.558,190.094,88.059,0.022,2.298,7.416,881.01,335.793,0.05,0.038
4.675,1189.844,463.101,37.692,463.295,37.733,29.023,0.003,29.023,0.005,13.437,1.757,28.61,-80.6,9.789,0.006,-1.017e-5,-0.519,0.047,2.419e4,6477.199,21.008,0.093,290.761,220.087,4.543,1.38,1.065e8,2400.988,1251.416,0.562,0.562,0.31,0.175,0.077,0.002,0.009,-2.193e-5,0,0,0,0,-5.08e-6,0.059,15.558,190.094,88.054,0.018,2.339,7.266,878.552,335.702,0.05,0.038
4.725,1213.044,464.912,36.214,465.109,36.251,29.697,0.003,29.697,0.006,13.518,1.622,28.61,-80.6,9.789,0.004,-1.491e-6,0.121,-0.011,2.412e4,6407.885,20.953,0.093,291.095,219.854,4.579,1.386,1.067e8,2366.166,1255.629,0.561,0.561,0.309,0.175,0.077,0.001,0.005,2.255e-4,0,0,0,0,2.723e-7,0.06,15.558,190.094,88.038,0.012,2.34,7.115,876.084,335.611,0.05,0.039
4.775,1236.333,466.65,34.745,466.848,34.771,30.375,0.003,30.375,0.006,13.598,1.347,28.61,-80.6,9.788,0.004,1.005e-6,-0.035,-0.028,2.405e4,6339.09,20.898,0.093,291.2,219.621,4.601,1.392,1.069e8,2331.32,1259.502,0.559,0.559,0.308,0.174,0.077,0.001,0.005,-1.2e-4,0,0,0,0,-2.22e-8,0.06,15.558,190.094,88.044,0.006,2.328,6.964,873.607,335.519,0.05,0.039
4.825,1259.705,468.232,31.611,468.431,31.631,31.056,0.003,31.056,0.006,13.66,1.101,28.61,-80.6,9.788,0.008,-6.866e-7,0.101,-0.004,2.401e4,6290.274,20.859,0.093,291.085,219.455,4.604,1.397,1.071e8,2256.977,1262.719,0.558,0.558,0.308,0.174,0.076,0.003,0.013,-4.201e-4,0,0,0,0,1.868e-7,0.06,15.558,190.094,88.05,0.017,2.371,6.812,871.121,335.427,0.05,0.04
4.875,1283.15,469.582,26.985,469.782,27.034,31.74,0.003,31.74,0.006,13.71,1.633,28.61,-80.6,9.788,0.013,-5.174e-6,-0.427,0.009,2.396e4,6241.457,20.82,0.092,291.203,219.288,4.623,1.401,1.072e8,2146.874,1264.982,0.557,0.557,0.307,0.174,0.076,0.004,0.021,-1.708e-4,0,0,0,0,-3.343e-6,0.06,15.558,190.094,88.027,0.013,2.428,6.66,868.627,335.335,0.05,0.04
4.925,1306.657,470.702,22.415,470.904,22.443,32.428,0.004,32.428,0.006,13.779,1.128,28.61,-80.6,9.788,0.003,-8.549e-6,0.297,0.047,2.391e4,6192.641,20.781,0.092,291.533,219.121,4.654,1.405,1.072e8,2036.771,1266.285,0.557,0.557,0.307,0.174,0.076,8.63e-4,0.004,-5.901e-5,0,0,0,0,1.61e-6,0.06,15.558,190.094,88.02,0.012,2.386,6.507,866.126,335.242,0.05,0.041
4.975,1330.215,471.594,17.867,471.797,17.876,33.118,0.004,33.118,0.007,13.829,0.59,28.61,-80.6,9.788,0.009,-2.192e-6,-0.146,0.002,2.386e4,6143.825,20.742,0.092,291.357,218.953,4.654,1.408,1.072e8,1926.669,1266.648,0.556,0.556,0.307,0.174,0.076,0.003,0.014,3.154e-4,0,0,0,0,-3.866e-7,0.06,15.558,190.094,88.046,0.003,2.296,6.354,863.62,335.149,0.05,0.041
5.025,1353.811,472.258,13.322,472.461,13.332,33.81,0.004,33.81,0.007,13.852,0.52,28.61,-80.6,9.788,0.007,-3.156e-7,0.043,0.003,2.381e4,6095.009,20.703,0.092,291.212,218.784,4.656,1.41,1.072e8,1816.566,1266.099,0.556,0.556,0.306,0.174,0.076,0.002,0.01,3.076e-4,0,0,0,0,3.41e-8,0.06,15.558,190.094,88.056,0.014,2.299,6.2,861.11,335.056,0.05,0.042
