# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
10.858,2210.441,143.558,-15.295,143.666,15.298,69.594,0.024,69.594,0.02,5.574,0.326,28.61,-80.599,9.785,0.003,-1.487e-6,-1.022,-0.013,2.112e4,3404.8,19.733,0.089,270.404,212.211,3.741,0.433,3.041e7,0,116.531,0.602,0.602,0.408,0.132,0.062,5.392e-4,0.002,3.332e-4,0,0,0,0,-2.042e-4,0.018,15.558,190.094,86.851,0.028,2.333,0.632,774.696,331.682,0.05,0.079
10.908,2217.6,142.795,-15.222,142.903,15.23,69.872,0.024,69.872,0.02,5.553,0.501,28.61,-80.599,9.785,0.112,-2.586e-6,-0.83,0.003,2.112e4,3404.8,19.733,0.089,269.964,212.211,3.712,0.431,3.023e7,0,115.196,0.602,0.602,0.408,0.132,0.061,0.021,0.077,3.523e-4,0,0,0,0,-1.363e-4,0.018,15.558,190.094,86.899,0.026,2.467,0.586,774.007,331.654,0.05,0.079
10.958,2224.721,142.035,-15.155,142.143,15.166,70.149,0.024,70.149,0.02,5.526,0.588,28.61,-80.599,9.785,0.169,-7.741e-7,-0.407,-9.284e-4,2.112e4,3404.8,19.733,0.089,269.743,212.211,3.698,0.429,3.005e7,0,113.87,0.601,0.601,0.408,0.132,0.061,0.031,0.116,3.003e-4,0,0,0,0,-3.304e-5,0.018,15.558,190.094,86.931,0.025,2.514,0.539,773.322,331.626,0.05,0.08
11.008,2231.804,141.279,-15.092,141.386,15.103,70.424,0.024,70.424,0.02,5.496,0.595,28.61,-80.599,9.785,0.178,-1.577e-6,0.097,5.427e-4,2.112e4,3404.8,19.733,0.089,269.704,212.211,3.695,0.427,2.987e7,0,112.548,0.601,0.601,0.408,0.132,0.061,0.033,0.123,1.435e-4,0,0,0,0,1.917e-6,0.018,15.558,190.094,86.938,0.024,2.502,0.493,772.64,331.598,0.05,0.081
11.058,2238.849,140.526,-15.03,140.632,15.042,70.698,0.025,70.698,0.02,5.466,0.584,28.61,-80.599,9.785,0.174,-1.257e-6,0.616,-0.001,2.112e4,3404.8,19.733,0.089,269.711,212.211,3.696,0.425,2.97e7,0,111.243,0.601,0.601,0.408,0.131,0.061,0.032,0.12,-4.333e-4,0,0,0,0,7.75e-5,0.018,15.558,190.094,86.92,0.024,2.524,0.447,771.962,331.57,0.05,0.081
11.108,2245.856,139.776,-14.972,139.882,14.981,70.971,0.025,70.971,0.02,5.439,0.509,28.61,-80.599,9.785,0.13,-2.592e-6,1.075,-1.59e-4,2.112e4,3404.8,19.733,0.089,269.87,212.211,3.706,0.422,2.952e7,0,109.944,0.601,0.601,0.409,0.131,0.061,0.024,0.088,2.312e-4,0,0,0,0,2.385e-4,0.018,15.558,190.094,86.877,0.025,2.505,0.402,771.288,331.542,0.05,0.082
11.158,2252.826,139.029,-14.922,139.134,14.925,71.242,0.025,71.242,0.02,5.418,0.301,28.61,-80.599,9.785,0.001,-8.828e-7,-1.236,0.17,2.112e4,3404.8,19.733,0.089,270.153,212.211,3.724,0.42,2.935e7,0,108.641,0.601,0.601,0.409,0.131,0.061,2.316e-4,0.001,-4.704e-4,0,0,0,0,-3.185e-4,0.018,15.558,190.094,86.817,0.026,2.306,0.357,770.617,331.515,0.05,0.082
11.208,2259.759,138.284,-14.872,138.39,14.872,71.513,0.025,71.513,0.02,5.408,0.122,28.61,-80.599,9.785,0.117,0,-1.067,0.001,2.112e4,3404.8,19.733,0.089,269.899,212.211,3.708,0.418,2.917e7,0,107.367,0.6,0.6,0.409,0.131,0.061,0.022,0.08,-3.914e-4,0,0,0,0,-2.399e-4,0.018,15.558,190.094,86.758,0.027,2.138,0.312,769.949,331.488,0.05,0.083
11.258,2266.655,137.542,-14.817,137.648,14.817,71.783,0.025,71.783,0.02,5.404,0.039,28.61,-80.599,9.785,0.172,-7.608e-7,-0.669,0.001,2.112e4,3404.8,19.733,0.089,269.688,212.211,3.694,0.416,2.9e7,0,106.116,0.6,0.6,0.409,0.131,0.061,0.032,0.118,-3.217e-4,0,0,0,0,-9.536e-5,0.018,15.558,190.094,86.714,0.029,2.077,0.267,769.286,331.461,0.05,0.083
11.308,2273.513,136.802,-14.761,136.909,14.761,72.054,0.026,72.054,0.02,5.404,0.005,28.61,-80.599,9.785,0.202,-1.469e-6,-0.142,0.003,2.112e4,3404.8,19.733,0.089,269.571,212.211,3.687,0.413,2.883e7,0,104.878,0.6,0.6,0.409,0.131,0.061,0.037,0.138,-1.212e-4,0,0,0,0,-4.329e-6,0.018,15.558,190.094,86.693,0.03,2.016,0.222,768.625,331.434,0.05,0.083
11.358,2280.335,136.066,-14.699,136.173,14.699,72.324,0.026,72.324,0.02,5.403,0.07,28.61,-80.599,9.785,0.152,-1.365e-6,0.344,0.003,2.112e4,3404.8,19.733,0.089,269.749,212.211,3.698,0.411,2.865e7,0,103.654,0.6,0.6,0.409,0.13,0.061,0.028,0.104,2.215e-4,0,0,0,0,2.57e-5,0.017,15.558,190.094,86.699,0.032,2.083,0.178,767.969,331.407,0.05,0.083
11.408,2287.12,135.332,-14.634,135.44,14.635,72.594,0.026,72.594,0.021,5.396,0.198,28.61,-80.599,9.785,0.065,-1.318e-6,0.611,0.004,2.112e4,3404.8,19.733,0.089,270.075,212.211,3.719,0.409,2.849e7,0,102.448,0.6,0.6,0.409,0.13,0.06,0.012,0.044,3.773e-4,0,0,0,0,8.21e-5,0.017,15.558,190.094,86.724,0.034,2.2,0.134,767.316,331.38,0.05,0.084
11.458,2293.868,134.602,-14.576,134.71,14.577,72.863,0.026,72.863,0.021,5.385,0.22,28.61,-80.599,9.785,0.046,-1.33e-6,0.765,0.004,2.112e4,3404.8,19.733,0.089,270.14,212.211,3.724,0.407,2.832e7,0,101.244,0.6,0.6,0.409,0.13,0.06,0.008,0.032,3.284e-4,0,0,0,0,1.3e-4,0.017,15.558,190.094,86.759,0.034,2.128,0.09,766.666,331.353,0.05,0.084
11.508,2300.58,133.875,-14.518,133.983,14.52,73.132,0.026,73.132,0.021,5.374,0.234,28.61,-80.599,9.785,0.033,-1.737e-6,0.873,0.002,2.112e4,3404.8,19.733,0.089,270.184,212.211,3.726,0.405,2.815e7,0,100.051,0.599,0.599,0.409,0.13,0.06,0.006,0.022,1.564e-4,0,0,0,0,1.712e-4,0.017,15.558,190.094,86.8,0.034,2.034,0.046,766.02,331.327,0.05,0.084
11.558,2307.256,133.15,-14.46,133.258,14.463,73.401,0.027,73.401,0.021,5.361,0.281,28.61,-80.599,9.785,0.004,-1.783e-6,-0.914,0.017,2.112e4,3404.8,19.733,0.089,270.256,212.211,3.731,0.403,2.798e7,0,98.875,0.599,0.599,0.409,0.13,0.06,7.604e-4,0.003,4.828e-4,0,0,0,0,-1.898e-4,0.017,15.558,190.094,86.845,0.032,1.988,0.003,765.378,331.301,0.05,0.084
11.608,2313.895,132.429,-14.401,132.537,14.405,73.668,0.027,73.668,0.021,5.345,0.358,28.61,-80.599,9.785,0.063,-1.566e-6,-0.826,9.477e-4,2.112e4,3404.8,19.733,0.089,270.05,212.211,3.718,0.4,2.781e7,0,97.719,0.599,0.599,0.409,0.13,0.06,0.012,0.044,3.341e-4,0,0,0,0,-1.568e-4,0.017,15.558,190.094,86.889,0.031,1.999,-0.04,764.739,331.274,0.05,0.085
11.658,2320.499,131.71,-14.343,131.818,14.349,73.935,0.027,73.935,0.021,5.325,0.431,28.61,-80.599,9.785,0.12,-1.364e-6,-0.592,0.001,2.112e4,3404.8,19.733,0.089,269.83,212.211,3.704,0.398,2.765e7,0,96.578,0.599,0.599,0.409,0.13,0.06,0.022,0.082,4.502e-4,0,0,0,0,-8.141e-5,0.017,15.558,190.094,86.925,0.03,2.028,-0.083,764.103,331.248,0.05,0.085
11.708,2327.066,130.995,-14.286,131.102,14.295,74.201,0.027,74.201,0.021,5.302,0.488,28.61,-80.599,9.785,0.165,-1.322e-6,-0.237,7.042e-4,2.112e4,3404.8,19.733,0.089,269.656,212.211,3.692,0.396,2.748e7,0,95.45,0.599,0.599,0.409,0.13,0.06,0.031,0.113,3.05e-4,0,0,0,0,-1.322e-5,0.017,15.558,190.094,86.946,0.029,2.065,-0.126,763.471,331.223,0.05,0.085
11.758,2333.598,130.282,-14.231,130.388,14.241,74.465,0.027,74.465,0.021,5.277,0.533,28.61,-80.599,9.785,0.201,-1.48e-6,0.215,0.001,2.112e4,3404.8,19.733,0.089,269.514,212.211,3.683,0.394,2.732e7,0,94.337,0.599,0.599,0.409,0.129,0.06,0.037,0.138,3.592e-4,0,0,0,0,1.102e-5,0.017,15.558,190.094,86.947,0.029,2.132,-0.168,762.842,331.197,0.05,0.085
11.808,2340.095,129.571,-14.178,129.678,14.188,74.728,0.028,74.728,0.021,5.249,0.537,28.61,-80.599,9.785,0.207,-1.723e-6,0.729,0.001,2.112e4,3404.8,19.733,0.089,269.485,212.211,3.681,0.392,2.716e7,0,93.232,0.599,0.599,0.41,0.129,0.06,0.039,0.141,3.157e-4,0,0,0,0,1.274e-4,0.017,15.558,190.094,86.923,0.029,2.187,-0.211,762.217,331.171,0.05,0.086
11.858,2346.555,128.864,-14.131,128.97,14.138,74.99,0.028,74.99,0.021,5.225,0.438,28.61,-80.599,9.785,0.137,-1.694e-6,1.131,0.002,2.112e4,3404.8,19.733,0.089,269.742,212.211,3.698,0.39,2.699e7,0,92.12,0.598,0.598,0.41,0.129,0.06,0.025,0.094,3.95e-4,0,0,0,0,3.102e-4,0.017,15.558,190.094,86.876,0.029,2.115,-0.253,761.595,331.146,0.05,0.086
11.908,2352.981,128.158,-14.083,128.264,14.088,75.251,0.028,75.251,0.021,5.205,0.365,28.61,-80.599,9.785,0.082,-1.698e-6,1.391,0.002,2.112e4,3404.8,19.733,0.089,269.942,212.211,3.711,0.388,2.683e7,0,91.03,0.598,0.598,0.41,0.129,0.06,0.015,0.056,-9.726e-5,0,0,0,0,4.749e-4,0.016,15.558,190.094,86.812,0.029,2.117,-0.294,760.976,331.121,0.05,0.086
11.958,2359.371,127.455,-14.036,127.561,14.039,75.511,0.028,75.511,0.021,5.188,0.286,28.61,-80.599,9.785,0.021,-2.392e-6,1.528,0.009,2.112e4,3404.8,19.733,0.089,270.173,212.211,3.726,0.386,2.667e7,0,89.953,0.598,0.598,0.41,0.129,0.059,0.004,0.014,-3.933e-4,0,0,0,0,5.794e-4,0.016,15.558,190.094,86.738,0.03,2.122,-0.336,760.361,331.095,0.05,0.086
12.008,2365.727,126.755,-13.993,126.86,13.994,75.77,0.028,75.77,0.022,5.178,0.154,28.61,-80.599,9.785,0.083,-1.828e-6,-1.418,0.003,2.112e4,3404.8,19.733,0.089,269.923,212.211,3.71,0.383,2.651e7,0,88.882,0.598,0.598,0.41,0.129,0.059,0.015,0.057,-3.06e-4,0,0,0,0,-5.041e-4,0.016,15.558,190.094,86.664,0.03,2.025,-0.377,759.75,331.07,0.05,0.087
12.058,2372.047,126.056,-13.941,126.162,13.942,76.029,0.029,76.029,0.022,5.169,0.203,28.61,-80.599,9.785,0.047,-2.929e-7,-1.289,2.297e-4,2.112e4,3404.8,19.733,0.089,270.052,212.211,3.718,0.381,2.635e7,0,87.844,0.598,0.598,0.41,0.129,0.059,0.009,0.033,3.28e-4,0,0,0,0,-4.21e-4,0.016,15.558,190.094,86.596,0.031,2.225,-0.418,759.141,331.045,0.05,0.087
12.108,2378.332,125.36,-13.894,125.467,13.895,76.287,0.029,76.287,0.022,5.159,0.173,28.61,-80.599,9.785,0.073,-1.736e-6,-1.163,0.001,2.112e4,3404.8,19.733,0.089,269.95,212.211,3.711,0.379,2.619e7,0,86.807,0.598,0.598,0.41,0.129,0.059,0.013,0.05,7.353e-5,0,0,0,0,-3.469e-4,0.016,15.558,190.094,86.535,0.031,2.272,-0.459,758.536,331.021,0.05,0.087
12.158,2384.583,124.667,-13.851,124.773,13.851,76.545,0.029,76.545,0.022,5.154,0.068,28.61,-80.599,9.785,0.157,-1.56e-6,-0.88,1.993e-4,2.112e4,3404.8,19.733,0.089,269.628,212.211,3.691,0.377,2.603e7,0,85.772,0.597,0.598,0.41,0.128,0.059,0.029,0.108,-2.889e-4,0,0,0,0,-2.006e-4,0.016,15.558,190.094,86.483,0.03,2.163,-0.5,757.935,330.996,0.05,0.087
12.208,2390.799,123.975,-13.803,124.082,13.803,76.802,0.029,76.802,0.022,5.15,0.072,28.61,-80.599,9.785,0.155,-1.307e-6,-0.547,2.163e-4,2.112e4,3404.8,19.733,0.089,269.629,212.211,3.691,0.375,2.587e7,0,84.755,0.597,0.597,0.41,0.128,0.059,0.029,0.106,2.093e-4,0,0,0,0,-7.84e-5,0.016,15.558,190.094,86.447,0.03,2.21,-0.54,757.336,330.972,0.05,0.088
12.258,2396.981,123.287,-13.755,123.394,13.755,77.06,0.029,77.06,0.022,5.147,0.065,28.61,-80.599,9.785,0.161,-1.142e-6,-0.186,-0.001,2.112e4,3404.8,19.733,0.089,269.602,212.211,3.689,0.373,2.572e7,0,83.745,0.597,0.597,0.41,0.128,0.059,0.03,0.109,-1.263e-4,0,0,0,0,-9.197e-6,0.016,15.558,190.094,86.429,0.03,2.199,-0.58,756.741,330.947,0.05,0.088
12.308,2403.128,122.6,-13.704,122.708,13.704,77.317,0.03,77.317,0.022,5.142,0.135,28.61,-80.599,9.785,0.103,-1.328e-6,0.09,-3.245e-4,2.112e4,3404.8,19.733,0.089,269.812,212.211,3.702,0.371,2.556e7,0,82.75,0.597,0.597,0.41,0.128,0.059,0.019,0.07,-5.542e-5,0,0,0,0,2.182e-6,0.016,15.558,190.094,86.427,0.029,2.293,-0.62,756.15,330.923,0.05,0.088
12.358,2409.241,121.916,-13.653,122.024,13.655,77.574,0.03,77.574,0.022,5.134,0.19,28.61,-80.599,9.785,0.056,-1.439e-6,0.262,-0.002,2.112e4,3404.8,19.733,0.089,269.981,212.211,3.713,0.369,2.541e7,0,81.763,0.597,0.597,0.41,0.128,0.059,0.01,0.039,1.594e-4,0,0,0,0,1.865e-5,0.016,15.558,190.094,86.437,0.029,2.339,-0.66,755.561,330.899,0.05,0.088
12.408,2415.319,121.235,-13.603,121.343,13.606,77.83,0.03,77.83,0.022,5.123,0.25,28.61,-80.599,9.785,0.002,-1.072e-6,0.319,-0.034,2.112e4,3404.8,19.733,0.089,270.032,212.211,3.717,0.367,2.525e7,0,80.788,0.597,0.597,0.41,0.128,0.059,3.282e-4,0.001,5.272e-5,0,0,0,0,2.786e-5,0.016,15.558,190.094,86.452,0.029,2.392,-0.7,754.976,330.875,0.05,0.089
12.458,2421.364,120.556,-13.554,120.664,13.558,78.086,0.03,78.086,0.022,5.109,0.304,28.61,-80.599,9.785,0.048,-1.456e-6,-0.275,2.107e-4,2.112e4,3404.8,19.733,0.089,270.009,212.211,3.715,0.365,2.51e7,0,79.824,0.597,0.597,0.41,0.128,0.059,0.009,0.033,1.136e-5,0,0,0,0,-2.089e-5,0.015,15.558,190.094,86.467,0.028,2.436,-0.739,754.394,330.851,0.05,0.089
12.508,2427.375,119.879,-13.507,119.987,13.511,78.341,0.031,78.341,0.022,5.093,0.337,28.61,-80.599,9.785,0.08,-1.29e-6,-0.128,7.657e-4,2.112e4,3404.8,19.733,0.089,269.881,212.211,3.707,0.363,2.495e7,0,78.868,0.596,0.597,0.41,0.128,0.058,0.015,0.054,3.546e-4,0,0,0,0,-4.569e-6,0.015,15.558,190.094,86.478,0.028,2.456,-0.778,753.816,330.827,0.05,0.089
12.558,2433.352,119.205,-13.464,119.313,13.467,78.595,0.031,78.595,0.022,5.077,0.293,28.61,-80.599,9.785,0.045,-1.245e-6,-0.015,-3.306e-4,2.112e4,3404.8,19.733,0.089,270.013,212.211,3.715,0.361,2.479e7,0,77.91,0.596,0.596,0.411,0.127,0.058,0.008,0.03,-4.052e-5,0,0,0,0,-6.809e-8,0.015,15.558,190.094,86.481,0.027,2.347,-0.817,753.24,330.804,0.05,0.089
12.608,2439.295,118.533,-13.419,118.641,13.422,78.849,0.031,78.849,0.022,5.062,0.302,28.61,-80.599,9.785,0.057,-1.255e-6,0.097,-9.347e-4,2.112e4,3404.8,19.733,0.089,269.962,212.211,3.712,0.359,2.464e7,0,76.971,0.596,0.596,0.411,0.127,0.058,0.01,0.039,2e-4,0,0,0,0,2.671e-6,0.015,15.558,190.094,86.479,0.027,2.349,-0.855,752.668,330.781,0.05,0.09
12.658,2445.205,117.863,-13.376,117.971,13.379,79.101,0.031,79.101,0.023,5.047,0.289,28.61,-80.599,9.785,0.047,-1.207e-6,0.187,-4.147e-4,2.112e4,3404.8,19.733,0.089,269.992,212.211,3.714,0.357,2.449e7,0,76.04,0.596,0.596,0.411,0.127,0.058,0.009,0.032,2.204e-4,0,0,0,0,1.01e-5,0.015,15.558,190.094,86.472,0.028,2.316,-0.894,752.099,330.757,0.05,0.09
12.708,2451.082,117.195,-13.33,117.303,13.334,79.353,0.031,79.353,0.023,5.032,0.316,28.61,-80.599,9.785,0.074,-1.432e-6,0.324,-0.003,2.112e4,3404.8,19.733,0.089,269.881,212.211,3.707,0.355,2.434e7,0,75.125,0.596,0.596,0.411,0.127,0.058,0.014,0.05,-1.882e-4,0,0,0,0,3.077e-5,0.015,15.558,190.094,86.459,0.03,2.372,-0.932,751.534,330.734,0.05,0.09
12.758,2456.925,116.53,-13.29,116.638,13.293,79.605,0.032,79.605,0.023,5.018,0.258,28.61,-80.599,9.785,0.023,-1.355e-6,0.402,-0.001,2.112e4,3404.8,19.733,0.089,270.066,212.211,3.719,0.353,2.419e7,0,74.207,0.596,0.596,0.411,0.127,0.058,0.004,0.015,4.113e-4,0,0,0,0,4.796e-5,0.015,15.558,190.094,86.441,0.032,2.277,-0.97,750.971,330.711,0.05,0.09
12.808,2462.735,115.866,-13.247,115.974,13.25,79.855,0.032,79.855,0.023,5.005,0.266,28.61,-80.599,9.785,0.032,-1.375e-6,0.452,-0.003,2.112e4,3404.8,19.733,0.089,270.023,212.211,3.716,0.351,2.404e7,0,73.309,0.596,0.596,0.411,0.127,0.058,0.006,0.022,-6.088e-6,0,0,0,0,6.13e-5,0.015,15.558,190.094,86.419,0.033,2.311,-1.008,750.412,330.688,0.05,0.091
12.858,2468.512,115.205,-13.203,115.313,13.207,80.105,0.032,80.105,0.023,4.991,0.301,28.61,-80.599,9.785,0.066,-1.217e-6,0.554,-0.004,2.112e4,3404.8,19.733,0.089,269.887,212.211,3.707,0.349,2.389e7,0,72.426,0.596,0.596,0.411,0.127,0.058,0.012,0.045,-1.237e-4,0,0,0,0,9.311e-5,0.015,15.558,190.094,86.394,0.035,2.404,-1.045,749.856,330.665,0.05,0.091
12.908,2474.255,114.546,-13.162,114.654,13.165,80.354,0.032,80.354,0.023,4.976,0.295,28.61,-80.599,9.785,0.063,-1.562e-6,0.676,-0.006,2.112e4,3404.8,19.733,0.089,269.895,212.211,3.708,0.347,2.375e7,0,71.545,0.595,0.595,0.411,0.127,0.058,0.012,0.042,-2.981e-4,0,0,0,0,1.401e-4,0.015,15.558,190.094,86.363,0.036,2.43,-1.083,749.303,330.643,0.05,0.091
12.958,2479.966,113.889,-13.122,113.997,13.125,80.603,0.032,80.603,0.023,4.961,0.27,28.61,-80.599,9.785,0.039,-1.014e-6,0.773,-0.008,2.112e4,3404.8,19.733,0.089,269.971,212.211,3.713,0.345,2.36e7,0,70.671,0.595,0.595,0.411,0.127,0.058,0.007,0.027,1.27e-4,0,0,0,0,1.854e-4,0.015,15.558,190.094,86.327,0.038,2.428,-1.12,748.754,330.62,0.05,0.092
13.008,2485.644,113.234,-13.083,113.342,13.085,80.851,0.033,80.851,0.023,4.949,0.234,28.61,-80.599,9.785,0.005,-1.285e-6,0.793,-0.053,2.112e4,3404.8,19.733,0.089,270.014,212.211,3.715,0.343,2.345e7,0,69.805,0.595,0.595,0.411,0.126,0.058,9.652e-4,0.004,-2.246e-5,0,0,0,0,1.975e-4,0.015,15.558,190.094,86.288,0.038,2.408,-1.157,748.207,330.598,0.05,0.092
13.058,2491.29,112.581,-13.042,112.689,13.044,81.098,0.033,81.098,0.023,4.936,0.252,28.61,-80.599,9.785,0.023,-1.292e-6,0.855,-0.012,2.112e4,3404.8,19.733,0.089,270.013,212.211,3.715,0.341,2.331e7,0,68.957,0.595,0.595,0.411,0.126,0.058,0.004,0.015,-1.044e-4,0,0,0,0,2.322e-4,0.014,15.558,190.094,86.246,0.038,2.497,-1.193,747.664,330.576,0.05,0.092
13.108,2496.902,111.929,-13.01,112.038,13.011,81.344,0.033,81.344,0.023,4.928,0.105,28.61,-80.599,9.785,0.123,-1.149e-6,-0.76,-0.002,2.112e4,3404.8,19.733,0.089,269.655,212.211,3.692,0.339,2.316e7,0,68.093,0.595,0.595,0.411,0.126,0.058,0.023,0.084,-2.539e-4,0,0,0,0,-1.858e-4,0.014,15.558,190.094,86.205,0.037,2.253,-1.23,747.123,330.554,0.05,0.092
13.158,2502.483,111.28,-12.98,111.389,12.98,81.591,0.033,81.591,0.023,4.926,0.047,28.61,-80.599,9.785,0.276,-1.217e-6,-0.396,-0.002,2.112e4,3404.8,19.733,0.089,269.081,212.211,3.655,0.337,2.301e7,0,67.247,0.595,0.595,0.411,0.126,0.057,0.051,0.187,3.016e-4,0,0,0,0,-5.095e-5,0.014,15.558,190.094,86.175,0.036,1.973,-1.266,746.598,330.532,0.05,0.092
13.208,2508.03,110.632,-12.944,110.741,12.944,81.837,0.033,81.837,0.023,4.93,0.093,28.61,-80.599,9.784,0.323,-1.261e-6,0.132,-0.003,2.112e4,3404.8,19.733,0.089,268.9,212.211,3.644,0.335,2.286e7,0,66.416,0.595,0.595,0.411,0.126,0.057,0.06,0.219,-2.281e-5,0,0,0,0,5.698e-6,0.014,15.558,190.094,86.168,0.035,1.852,-1.302,746.091,330.51,0.05,0.093
13.258,2513.546,109.985,-12.902,110.096,12.902,82.084,0.034,82.084,0.023,4.934,0.053,28.61,-80.599,9.784,0.282,-1.325e-6,0.644,-0.003,2.112e4,3404.8,19.733,0.089,269.045,212.211,3.653,0.333,2.272e7,0,65.592,0.595,0.595,0.411,0.126,0.057,0.053,0.191,-3.682e-4,0,0,0,0,1.381e-4,0.014,15.558,190.094,86.188,0.033,1.85,-1.338,745.586,330.488,0.05,0.093
13.308,2519.029,109.341,-12.859,109.453,12.859,82.33,0.034,82.33,0.024,4.935,0.001,28.61,-80.599,9.784,0.224,-1.237e-6,1.072,-0.004,2.112e4,3404.8,19.733,0.089,269.253,212.211,3.667,0.332,2.258e7,0,64.774,0.594,0.595,0.411,0.126,0.057,0.042,0.152,-2.91e-4,0,0,0,0,3.869e-4,0.014,15.558,190.094,86.232,0.032,1.837,-1.374,745.085,330.466,0.05,0.093
13.358,2524.48,108.699,-12.817,108.811,12.817,82.577,0.034,82.577,0.024,4.934,0.061,28.61,-80.599,9.784,0.158,-1.484e-6,1.386,-0.005,2.112e4,3404.8,19.733,0.089,269.494,212.211,3.682,0.33,2.244e7,0,63.964,0.594,0.594,0.411,0.126,0.057,0.029,0.107,2.335e-4,0,0,0,0,6.545e-4,0.014,15.558,190.094,86.294,0.031,1.807,-1.409,744.586,330.445,0.05,0.094
13.408,2529.899,108.06,-12.776,108.172,12.776,82.824,0.034,82.824,0.024,4.93,0.107,28.61,-80.599,9.784,0.104,-1.372e-6,1.612,-0.009,2.112e4,3404.8,19.733,0.089,269.687,212.211,3.694,0.328,2.229e7,0,63.161,0.594,0.594,0.411,0.126,0.057,0.019,0.07,4.354e-4,0,0,0,0,8.96e-4,0.014,15.558,190.094,86.369,0.03,1.73,-1.444,744.09,330.424,0.05,0.094
13.458,2535.286,107.422,-12.732,107.535,12.734,83.07,0.035,83.07,0.024,4.922,0.212,28.61,-80.599,9.784,0.017,-1.758e-6,-1.681,-0.049,2.112e4,3404.8,19.733,0.089,270.061,212.211,3.718,0.326,2.215e7,0,62.376,0.594,0.594,0.412,0.126,0.057,0.003,0.012,2.075e-5,0,0,0,0,-9.861e-4,0.014,15.558,190.094,86.452,0.029,1.771,-1.479,743.597,330.402,0.05,0.094
13.508,2540.641,106.786,-12.688,106.899,12.692,83.316,0.035,83.316,0.024,4.908,0.329,28.61,-80.599,9.784,0.154,-1.772e-6,-1.539,-0.005,2.112e4,3404.8,19.733,0.089,269.503,212.211,3.683,0.324,2.201e7,0,61.608,0.594,0.594,0.412,0.125,0.057,0.028,0.106,3.569e-4,0,0,0,0,-8.361e-4,0.014,15.558,190.094,86.534,0.029,1.85,-1.514,743.107,330.381,0.05,0.094
13.558,2545.965,106.153,-12.647,106.266,12.654,83.561,0.035,83.561,0.024,4.889,0.416,28.61,-80.599,9.784,0.258,-8.739e-7,-1.2,-0.003,2.112e4,3404.8,19.733,0.089,269.11,212.211,3.657,0.322,2.187e7,0,60.848,0.594,0.594,0.412,0.125,0.057,0.048,0.176,9.465e-5,0,0,0,0,-5.147e-4,0.014,15.558,190.094,86.603,0.03,1.893,-1.549,742.62,330.36,0.05,0.095
13.608,2551.257,105.522,-12.61,105.634,12.617,83.805,0.035,83.805,0.024,4.868,0.434,28.61,-80.599,9.784,0.286,-1.262e-6,-0.783,-0.003,2.112e4,3404.8,19.733,0.089,269.002,212.211,3.65,0.32,2.174e7,0,60.083,0.594,0.594,0.412,0.125,0.057,0.053,0.194,-5.83e-6,0,0,0,0,-2.215e-4,0.014,15.558,190.094,86.653,0.031,1.833,-1.583,742.136,330.34,0.05,0.095
13.658,2556.517,104.892,-12.573,105.004,12.581,84.047,0.035,84.047,0.024,4.845,0.466,28.61,-80.599,9.784,0.329,-9.647e-7,-0.302,-0.003,2.112e4,3404.8,19.733,0.089,268.837,212.211,3.64,0.318,2.16e7,0,59.333,0.594,0.594,0.412,0.125,0.057,0.061,0.223,-2.403e-5,0,0,0,0,-3.332e-5,0.013,15.558,190.094,86.68,0.032,1.846,-1.617,741.655,330.319,0.05,0.096
13.708,2561.746,104.264,-12.537,104.376,12.546,84.289,0.036,84.289,0.024,4.822,0.465,28.61,-80.599,9.784,0.335,-1.143e-6,0.205,-0.001,2.112e4,3404.8,19.733,0.089,268.81,212.211,3.638,0.316,2.146e7,0,58.585,0.594,0.594,0.412,0.125,0.057,0.062,0.227,-3.344e-4,0,0,0,0,1.554e-5,0.013,15.558,190.094,86.682,0.034,1.835,-1.651,741.177,330.298,0.05,0.096
13.758,2566.943,103.638,-12.502,103.749,12.511,84.53,0.036,84.53,0.024,4.799,0.462,28.61,-80.599,9.784,0.336,-1.197e-6,0.707,-0.002,2.112e4,3404.8,19.733,0.089,268.801,212.211,3.637,0.314,2.132e7,0,57.846,0.593,0.594,0.412,0.125,0.057,0.063,0.227,-4.834e-5,0,0,0,0,1.876e-4,0.013,15.558,190.094,86.659,0.036,1.862,-1.685,740.701,330.278,0.05,0.097
