# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
148.68,444.552,-15.616,73.937,15.617,73.945,-105.051,0.074,105.051,179.959,1.889,1.079,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.046,3.807e6,0,1768.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.09,12.11,961.109,338.638,0.001,0.172
148.681,444.533,-15.523,72.956,15.524,72.964,-105.053,0.074,105.053,179.959,1.89,1.056,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.046,3.785e6,0,1747.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.088,12.11,961.111,338.638,0.001,0.173
148.682,444.513,-15.43,71.975,15.431,71.983,-105.056,0.074,105.056,179.959,1.891,1.033,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.046,3.762e6,0,1727.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.087,12.111,961.114,338.638,0.001,0.173
148.684,444.492,-15.336,70.995,15.337,71.002,-105.058,0.074,105.058,179.959,1.893,1.01,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.046,3.739e6,0,1706.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.085,12.111,961.116,338.638,0.001,0.173
148.685,444.472,-15.241,70.015,15.242,70.022,-105.061,0.074,105.061,179.959,1.894,0.987,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.045,3.716e6,0,1685.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.083,12.111,961.119,338.638,0.001,0.173
148.686,444.451,-15.146,69.035,15.147,69.042,-105.063,0.074,105.063,179.959,1.895,0.964,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.045,3.693e6,0,1664.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.081,12.111,961.121,338.638,0.001,0.173
148.688,444.429,-15.051,68.055,15.052,68.062,-105.066,0.074,105.066,179.959,1.897,0.941,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.045,3.67e6,0,1644.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.079,12.111,961.123,338.638,0.001,0.173
148.689,444.408,-14.955,67.076,14.956,67.082,-105.069,0.074,105.069,179.959,1.898,0.918,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.044,3.646e6,0,1623.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.077,12.111,961.126,338.638,0.001,0.173
148.691,444.386,-14.858,66.097,14.859,66.103,-105.071,0.074,105.071,179.959,1.899,0.895,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.044,3.623e6,0,1602.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.075,12.111,961.128,338.638,0.001,0.173
148.692,444.364,-14.76,65.118,14.761,65.124,-105.074,0.074,105.074,179.959,1.901,0.872,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.044,3.599e6,0,1582.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.073,12.111,961.131,338.638,0.001,0.174
148.694,444.342,-14.662,64.14,14.663,64.145,-105.077,0.074,105.077,179.959,1.902,0.85,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.044,3.575e6,0,1561.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,12.112,961.134,338.639,0.002,0.174
148.695,444.319,-14.564,63.161,14.565,63.167,-105.08,0.074,105.08,179.959,1.903,0.827,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.043,3.551e6,0,1540.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.068,12.112,961.136,338.639,0.002,0.174
148.697,444.296,-14.465,62.184,14.466,62.189,-105.083,0.074,105.083,179.959,1.905,0.804,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.043,3.527e6,0,1520.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.066,12.112,961.139,338.639,0.002,0.174
148.699,444.272,-14.365,61.206,14.366,61.211,-105.086,0.074,105.086,179.959,1.906,0.781,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.043,3.502e6,0,1499.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.064,12.112,961.142,338.639,0.002,0.174
148.7,444.248,-14.264,60.229,14.265,60.233,-105.089,0.074,105.089,179.959,1.907,0.758,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.042,3.478e6,0,1478.933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.062,12.112,961.144,338.639,0.002,0.174
148.702,444.224,-14.163,59.252,14.164,59.256,-105.093,0.074,105.093,179.959,1.908,0.736,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.042,3.453e6,0,1458.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.059,12.112,961.147,338.639,0.002,0.174
148.704,444.199,-14.061,58.275,14.062,58.28,-105.096,0.074,105.096,179.959,1.91,0.719,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.042,3.428e6,0,1437.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.058,12.113,961.15,338.639,0.002,0.174
148.706,444.174,-13.958,57.299,13.959,57.303,-105.099,0.074,105.1,179.959,1.911,0.703,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.042,3.403e6,0,1417.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.057,12.113,961.153,338.639,0.002,0.174
148.707,444.149,-13.855,56.323,13.856,56.327,-105.103,0.074,105.103,179.959,1.912,0.686,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.041,3.378e6,0,1396.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.056,12.113,961.156,338.639,0.002,0.174
148.709,444.123,-13.751,55.347,13.752,55.351,-105.107,0.074,105.107,179.959,1.913,0.67,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.041,3.353e6,0,1375.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.055,12.113,961.159,338.639,0.002,0.174
148.711,444.096,-13.646,54.372,13.647,54.376,-105.11,0.074,105.11,179.959,1.915,0.653,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.041,3.327e6,0,1355.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.054,12.113,961.162,338.64,0.002,0.174
148.713,444.069,-13.54,53.397,13.541,53.401,-105.114,0.074,105.114,179.959,1.916,0.636,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.04,3.301e6,0,1334.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.052,12.113,961.165,338.64,0.002,0.175
148.715,444.042,-13.434,52.423,13.435,52.427,-105.118,0.074,105.118,179.959,1.917,0.62,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.04,3.275e6,0,1314.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.051,12.114,961.168,338.64,0.002,0.175
148.717,444.014,-13.327,51.449,13.327,51.453,-105.122,0.074,105.122,179.959,1.918,0.603,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.04,3.249e6,0,1293.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.05,12.114,961.171,338.64,0.002,0.175
148.719,443.986,-13.219,50.475,13.219,50.479,-105.126,0.074,105.126,179.959,1.92,0.587,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.039,3.223e6,0,1272.913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.048,12.114,961.175,338.64,0.002,0.175
148.722,443.957,-13.11,49.502,13.11,49.506,-105.13,0.074,105.13,179.959,1.921,0.57,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.039,3.196e6,0,1252.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.047,12.114,961.178,338.64,0.002,0.175
148.724,443.927,-13,48.53,13.001,48.533,-105.135,0.074,105.135,179.959,1.922,0.554,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.039,3.17e6,0,1231.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.046,12.114,961.181,338.64,0.002,0.175
148.726,443.897,-12.889,47.558,12.89,47.561,-105.139,0.074,105.139,179.959,1.923,0.537,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.038,3.143e6,0,1211.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.044,12.114,961.185,338.64,0.002,0.175
148.729,443.866,-12.778,46.586,12.778,46.589,-105.144,0.074,105.144,179.959,1.925,0.52,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.038,3.115e6,0,1190.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.043,12.115,961.188,338.64,0.002,0.175
148.731,443.835,-12.666,45.615,12.666,45.618,-105.148,0.074,105.148,179.959,1.926,0.504,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.038,3.088e6,0,1170.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.041,12.115,961.192,338.641,0.002,0.175
148.734,443.803,-12.552,44.645,12.553,44.647,-105.153,0.074,105.153,179.959,1.927,0.487,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.037,3.06e6,0,1149.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.04,12.115,961.196,338.641,0.003,0.176
148.736,443.77,-12.438,43.675,12.438,43.677,-105.158,0.074,105.158,179.959,1.928,0.471,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.037,3.033e6,0,1129.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.038,12.115,961.199,338.641,0.003,0.176
148.739,443.737,-12.323,42.706,12.323,42.708,-105.164,0.074,105.164,179.959,1.93,0.454,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.037,3.004e6,0,1108.788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.036,12.115,961.203,338.641,0.003,0.176
148.742,443.703,-12.206,41.737,12.207,41.739,-105.169,0.074,105.169,179.959,1.931,0.437,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.036,2.976e6,0,1088.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.035,12.116,961.207,338.641,0.003,0.176
148.745,443.668,-12.089,40.769,12.089,40.771,-105.175,0.074,105.175,179.959,1.932,0.421,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.036,2.948e6,0,1067.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.033,12.116,961.211,338.641,0.003,0.176
148.748,443.632,-11.97,39.801,11.971,39.803,-105.18,0.074,105.18,179.959,1.933,0.404,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.036,2.919e6,0,1047.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.031,12.116,961.215,338.641,0.003,0.176
148.751,443.595,-11.851,38.835,11.851,38.837,-105.186,0.074,105.186,179.959,1.934,0.388,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.035,2.89e6,0,1027.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.029,12.116,961.219,338.641,0.003,0.176
148.754,443.558,-11.73,37.869,11.731,37.871,-105.192,0.074,105.192,179.959,1.936,0.375,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.035,2.86e6,0,1006.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,12.117,961.224,338.642,0.003,0.176
148.757,443.519,-11.609,36.904,11.609,36.906,-105.199,0.074,105.199,179.96,1.937,0.381,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.035,2.83e6,0,986.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.032,12.117,961.228,338.642,0.003,0.176
148.761,443.48,-11.486,35.939,11.486,35.941,-105.205,0.074,105.205,179.96,1.938,0.387,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.034,2.8e6,0,965.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.035,12.117,961.233,338.642,0.003,0.176
148.764,443.439,-11.361,34.976,11.362,34.978,-105.212,0.074,105.212,179.96,1.94,0.393,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.034,2.77e6,0,945.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.039,12.117,961.237,338.642,0.004,0.176
148.768,443.397,-11.236,34.013,11.236,34.015,-105.219,0.074,105.219,179.96,1.941,0.399,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.034,2.74e6,0,925.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.043,12.118,961.242,338.642,0.004,0.176
148.772,443.355,-11.109,33.051,11.11,33.054,-105.227,0.074,105.227,179.96,1.943,0.405,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.033,2.709e6,0,904.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.048,12.118,961.247,338.642,0.004,0.176
148.776,443.31,-10.981,32.09,10.982,32.093,-105.235,0.074,105.235,179.96,1.944,0.411,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.033,2.677e6,0,884.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.052,12.118,961.252,338.643,0.004,0.176
148.78,443.265,-10.852,31.13,10.852,31.133,-105.243,0.074,105.243,179.96,1.946,0.417,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.032,2.646e6,0,864.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.056,12.118,961.257,338.643,0.004,0.176
148.784,443.218,-10.721,30.172,10.721,30.175,-105.251,0.074,105.251,179.96,1.948,0.423,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.032,2.614e6,0,844.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.061,12.119,961.262,338.643,0.004,0.177
148.789,443.17,-10.588,29.214,10.589,29.217,-105.26,0.074,105.26,179.96,1.95,0.429,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.032,2.582e6,0,823.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.066,12.119,961.268,338.643,0.005,0.177
148.793,443.12,-10.455,28.258,10.455,28.261,-105.269,0.074,105.269,179.96,1.952,0.435,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.031,2.549e6,0,803.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.071,12.119,961.274,338.643,0.005,0.177
148.798,443.069,-10.319,27.302,10.32,27.306,-105.279,0.074,105.279,179.96,1.954,0.442,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.031,2.516e6,0,783.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.077,12.12,961.279,338.643,0.005,0.177
148.804,443.015,-10.182,26.349,10.183,26.352,-105.289,0.074,105.289,179.96,1.956,0.448,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.03,2.483e6,0,763.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.082,12.12,961.285,338.644,0.005,0.177
148.809,442.96,-10.044,25.396,10.045,25.4,-105.3,0.074,105.3,179.96,1.959,0.435,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.03,2.449e6,0,743.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.083,12.12,961.292,338.644,0.005,0.177
148.815,442.903,-9.904,24.445,9.904,24.449,-105.311,0.074,105.311,179.96,1.961,0.413,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.03,2.415e6,0,723.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.08,12.121,961.298,338.644,0.006,0.177
148.821,442.844,-9.762,23.496,9.762,23.499,-105.323,0.074,105.323,179.96,1.963,0.39,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.029,2.38e6,0,703.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.078,12.121,961.305,338.644,0.006,0.177
148.827,442.782,-9.618,22.549,9.618,22.552,-105.335,0.074,105.335,179.96,1.966,0.368,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.029,2.345e6,0,683.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.075,12.122,961.312,338.645,0.006,0.177
148.834,442.718,-9.472,21.603,9.473,21.606,-105.349,0.074,105.349,179.96,1.968,0.345,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.028,2.31e6,0,663.096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.072,12.122,961.319,338.645,0.007,0.177
148.841,442.65,-9.325,20.66,9.325,20.662,-105.363,0.074,105.363,179.96,1.97,0.323,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.028,2.274e6,0,643.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.069,12.122,961.327,338.645,0.007,0.177
148.849,442.58,-9.175,19.718,9.176,19.721,-105.378,0.074,105.378,179.96,1.973,0.3,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.028,2.237e6,0,623.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.066,12.123,961.335,338.645,0.008,0.177
148.857,442.507,-9.023,18.779,9.024,18.781,-105.394,0.074,105.394,179.96,1.975,0.278,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.027,2.2e6,0,603.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.062,12.123,961.343,338.646,0.008,0.177
148.865,442.43,-8.87,17.843,8.87,17.844,-105.411,0.074,105.411,179.96,1.977,0.232,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.027,2.163e6,0,583.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.051,12.124,961.351,338.646,0.009,0.177
148.874,442.349,-8.714,16.91,8.714,16.91,-105.429,0.074,105.429,179.96,1.979,0.18,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.026,2.125e6,0,563.934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.037,12.124,961.36,338.646,0.009,0.178
